kana³;kontrola bl.;protokol;packetSize;iloscPackietow;errorRate;avBER;avOpTime;avResendPCounter
BSC;PB;GBN;16;10;1000;0.001400;0.000025;0.225858;0.252213
BSC;PB;GBN;16;10;1000;0.001600;0.000088;0.228723;0.263252
BSC;PB;GBN;16;10;1000;0.001800;0.000019;0.237685;0.304263
BSC;PB;GBN;16;10;1000;0.002000;0.000038;0.251328;0.368304
BSC;PB;GBN;16;10;1000;0.002200;0.000100;0.253041;0.374368
BSC;PB;GBN;16;10;1000;0.002400;0.000100;0.264093;0.424374
BSC;PB;GBN;16;10;1000;0.002600;0.000119;0.267538;0.435424
BSC;PB;GBN;16;10;1000;0.002800;0.000106;0.275991;0.482435
BSC;PB;GBN;16;10;1000;0.003000;0.000163;0.274979;0.476482
BSC;PB;GBN;16;10;1000;0.003200;0.000213;0.296959;0.572476
BSC;PB;GBN;16;10;1000;0.003400;0.000188;0.291949;0.549572
BSC;PB;GBN;16;10;1000;0.003600;0.000181;0.304507;0.612550
BSC;PB;GBN;16;10;1000;0.003800;0.000250;0.319956;0.676613
BSC;PB;GBN;16;10;1000;0.004000;0.000325;0.331276;0.725677
BSC;PB;GBN;16;10;1000;0.004200;0.000344;0.333633;0.741726
BSC;PB;GBN;16;10;1000;0.004400;0.000263;0.331018;0.727742
BSC;PB;GBN;16;10;1000;0.004600;0.000457;0.342541;0.779728
BSC;PB;GBN;16;10;1000;0.004800;0.000369;0.351988;0.820780
BSC;PB;GBN;16;10;1000;0.005000;0.000419;0.356264;0.840821
BSC;PB;GBN;16;10;1000;0.005200;0.000444;0.357628;0.845841
BSC;PB;GBN;16;10;1000;0.005400;0.000382;0.373134;0.915846
BSC;PB;GBN;16;10;1000;0.005600;0.000619;0.392614;0.999916
BSC;PB;GBN;16;10;1000;0.005800;0.000776;0.388180;0.978000
BSC;PB;GBN;16;10;1000;0.006000;0.000663;0.399072;1.038978
BSC;PB;GBN;16;10;1000;0.006200;0.000538;0.405339;1.061039
BSC;PB;GBN;16;10;1000;0.006400;0.000582;0.411652;1.087061
BSC;PB;GBN;16;10;1000;0.006600;0.000794;0.415705;1.111087
BSC;PB;GBN;16;10;1000;0.006800;0.000676;0.427167;1.161111
BSC;PB;GBN;16;10;1000;0.007000;0.000782;0.418304;1.122161
BSC;PB;GBN;16;10;1000;0.007200;0.001007;0.436009;1.201122
BSC;PB;GBN;16;10;1000;0.007400;0.000876;0.444357;1.238201
BSC;PB;GBN;16;10;1000;0.007600;0.001001;0.463082;1.322238
BSC;PB;GBN;16;10;1000;0.007800;0.001157;0.466416;1.339322
BSC;PB;GBN;16;10;1000;0.008000;0.001076;0.475803;1.375339
BSC;PB;GBN;16;10;1000;0.008200;0.001089;0.468367;1.350375
BSC;PB;GBN;16;10;1000;0.008400;0.001032;0.491105;1.447350
BSC;PB;GBN;16;10;1000;0.008600;0.001264;0.504099;1.506447
BSC;PB;GBN;16;10;1000;0.008800;0.001351;0.524631;1.596506
BSC;PB;GBN;16;10;1000;0.009000;0.001408;0.501804;1.494597
BSC;PB;GBN;16;10;1000;0.009200;0.001389;0.512100;1.538495
BSC;PB;GBN;16;10;1000;0.009400;0.001301;0.520899;1.577538
BSC;PB;GBN;16;10;1000;0.009600;0.001683;0.540492;1.665578
BSC;PB;GBN;16;10;1000;0.009800;0.001439;0.532402;1.625666
BSC;PB;GBN;16;10;1000;0.010000;0.001945;0.550193;1.704626
CEC;PB;SAW;8;10;1000;0.002000;0.000000;0.090000;0.000000
CEC;PB;SAW;8;10;1000;0.004000;0.000000;0.090090;0.000000
CEC;PB;SAW;8;10;1000;0.006000;0.000000;0.090090;0.000000
CEC;PB;SAW;8;10;1000;0.008000;0.000000;0.090090;0.000000
CEC;PB;SAW;8;10;1000;0.010000;0.000000;0.090090;0.000000
CEC;PB;SAW;8;10;1000;0.012000;0.000000;0.189090;1.000000
CEC;PB;SAW;8;10;1000;0.014000;0.000000;0.189189;1.001000
CEC;PB;SAW;8;10;1000;0.016000;0.000000;0.189189;1.001001
CEC;PB;SAW;8;10;1000;0.018000;0.000000;0.189189;1.001001
CEC;PB;SAW;8;10;1000;0.020000;0.000000;0.288189;2.001001
CEC;PB;SAW;8;10;1000;0.022000;0.000000;0.288288;2.002001
CEC;PB;SAW;8;10;1000;0.024000;0.000000;0.288288;2.002002
CEC;PB;SAW;8;10;1000;0.026000;0.000000;0.288288;2.002002
CEC;PB;SAW;8;10;1000;0.028000;0.000000;0.387288;3.002002
CEC;PB;SAW;8;10;1000;0.030000;0.000000;0.387387;3.003002
CEC;PB;SAW;8;10;1000;0.032000;0.000000;0.387387;3.003003
CEC;PB;SAW;8;10;1000;0.034000;0.000000;0.486387;4.003003
CEC;PB;SAW;8;10;1000;0.036000;0.000000;0.486486;4.004003
CEC;PB;SAW;8;10;1000;0.038000;0.000000;0.486486;4.004004
CEC;PB;SAW;8;10;1000;0.040000;0.000000;0.585486;5.004004
CEC;PB;SAW;8;10;1000;0.042000;0.000000;0.585585;5.005004
CEC;PB;SAW;8;10;1000;0.044000;0.000000;0.684586;6.005005
CEC;PB;SAW;8;10;1000;0.046000;0.000000;0.684685;6.006005
CEC;PB;SAW;8;10;1000;0.048000;0.000000;0.783685;7.006006
CEC;PB;SAW;8;10;1000;0.050000;0.000000;0.882784;8.007006
CEC;PB;SAW;8;10;1000;0.052000;0.000000;0.882883;8.008007
CEC;PB;SAW;8;10;1000;0.054000;0.000000;0.981883;9.008008
CEC;PB;SAW;8;10;1000;0.056000;0.000000;1.080982;10.009008
CEC;PB;SAW;8;10;1000;0.058000;0.000000;1.081081;10.010009
CEC;PB;SAW;8;10;1000;0.060000;0.000000;1.180081;11.010010
CEC;PB;SAW;8;10;1000;0.062000;0.000000;1.180180;11.011010
CEC;PB;SAW;8;10;1000;0.064000;0.000000;1.378180;13.011011
CEC;PB;SAW;8;10;1000;0.066000;0.000000;1.378378;13.013011
CEC;PB;SAW;8;10;1000;0.068000;0.000000;1.675378;16.013013
CEC;PB;SAW;8;10;1000;0.070000;0.000000;1.675675;16.016013
CEC;PB;SAW;8;10;1000;0.072000;0.000000;2.071676;20.016016
CEC;PB;SAW;8;10;1000;0.074000;0.000000;2.072072;20.020016
CEC;PB;SAW;8;10;1000;0.076000;0.000000;2.072072;20.020020
CEC;PB;SAW;8;10;1000;0.078000;0.000000;2.765072;27.020020
CEC;PB;SAW;8;10;1000;0.080000;0.000000;2.765765;27.027020
CEC;PB;SAW;8;10;1000;0.082000;0.000000;2.765766;27.027027
CEC;PB;SAW;8;10;1000;0.084000;0.000000;4.052766;40.027027
CEC;PB;SAW;8;10;1000;0.086000;0.000000;4.054053;40.040027
CEC;PB;SAW;8;10;1000;0.088000;0.000000;4.054054;40.040040
CEC;PB;SAW;8;10;1000;0.090000;0.000000;4.054054;40.040040
CEC;PB;SAW;8;10;1000;0.092000;0.000000;8.113054;81.040040
CEC;PB;SAW;8;10;1000;0.094000;0.000000;8.117113;81.081040
CEC;PB;SAW;8;10;1000;0.096000;0.000000;8.117117;81.081081
CEC;PB;SAW;8;10;1000;0.098000;0.000000;8.117117;81.081081
CEC;2z5;SAW;8;10;1000;0.002000;0.000000;0.400000;0.000000
CEC;2z5;SAW;8;10;1000;0.004000;0.000000;0.840400;1.000000
CEC;2z5;SAW;8;10;1000;0.006000;0.000000;1.280840;2.001000
CEC;2z5;SAW;8;10;1000;0.008000;0.000000;2.161281;4.002001
CEC;2z5;SAW;8;10;1000;0.010000;0.000000;3.042161;6.004002
CEC;2z5;SAW;8;10;1000;0.012000;0.000000;3.923042;8.006004
CEC;2z5;SAW;8;10;1000;0.014000;0.000000;5.243923;11.008006
CEC;2z5;SAW;8;10;1000;0.016000;0.000000;7.445244;16.011008
CEC;2z5;SAW;8;10;1000;0.018000;0.000000;10.967445;24.016011
CEC;2z5;SAW;8;10;1000;0.020000;0.000000;18.010967;40.024016
CEC;2z5;SAW;8;10;1000;0.022000;0.000000;32.098011;72.040024
CEC;CRC32;SAW;8;10;1000;0.002000;0.000000;0.400000;0.000000
CEC;CRC32;SAW;8;10;1000;0.004000;0.000000;0.840400;1.000000
CEC;CRC32;SAW;8;10;1000;0.006000;0.000000;1.280840;2.001000
CEC;CRC32;SAW;8;10;1000;0.008000;0.000000;2.161281;4.002001
CEC;CRC32;SAW;8;10;1000;0.010000;0.000000;3.042161;6.004002
CEC;CRC32;SAW;8;10;1000;0.012000;0.000000;3.923042;8.006004
CEC;CRC32;SAW;8;10;1000;0.014000;0.000000;5.243923;11.008006
CEC;CRC32;SAW;8;10;1000;0.016000;0.000000;7.445244;16.011008
CEC;CRC32;SAW;8;10;1000;0.018000;0.000000;10.967445;24.016011
CEC;CRC32;SAW;8;10;1000;0.022000;0.000000;32.098011;72.040024
CEC;CRC32;SAW;8;10;1000;0.024000;0.000000;158.832098;360.072040
CEC;PB;GBN;8;10;1000;0.002000;0.000000;0.090000;0.000000
CEC;PB;GBN;8;10;1000;0.004000;0.000000;0.090090;0.000000
CEC;PB;GBN;8;10;1000;0.006000;0.000000;0.090090;0.000000
CEC;PB;GBN;8;10;1000;0.008000;0.000000;0.090090;0.000000
CEC;PB;GBN;8;10;1000;0.010000;0.000000;0.090090;0.000000
CEC;PB;GBN;8;10;1000;0.012000;0.000000;0.189090;1.000000
CEC;PB;GBN;8;10;1000;0.014000;0.000000;0.207189;1.001000
CEC;PB;GBN;8;10;1000;0.016000;0.000000;0.315207;2.001001
CEC;PB;GBN;8;10;1000;0.018000;0.000000;0.324315;2.002001
CEC;PB;GBN;8;10;1000;0.020000;0.000000;0.603324;4.002002
CEC;PB;GBN;8;10;1000;0.022000;0.000000;0.288603;2.004002
CEC;PB;GBN;8;10;1000;0.024000;0.000000;0.288289;2.002004
CEC;PB;GBN;8;10;1000;0.026000;0.000000;0.396288;3.002002
CEC;PB;GBN;8;10;1000;0.028000;0.000000;1.170396;9.003002
CEC;PB;GBN;8;10;1000;0.030000;0.000000;0.658170;5.009003
CEC;PB;GBN;8;10;1000;0.032000;0.000000;0.936658;7.005009
CEC;PB;GBN;8;10;1000;0.034000;0.000000;1.233937;10.007005
CEC;PB;GBN;8;10;1000;0.036000;0.000000;1.054234;8.010007
CEC;PB;GBN;8;10;1000;0.038000;0.000000;1.189054;9.008010
CEC;PB;GBN;8;10;1000;0.040000;0.000000;1.207189;9.009008
CEC;PB;GBN;8;10;1000;0.042000;0.000000;2.260207;17.009009
CEC;PB;GBN;8;10;1000;0.044000;0.000000;0.866260;7.017009
CEC;PB;GBN;8;10;1000;0.046000;0.000000;1.314866;10.007017
CEC;PB;GBN;8;10;1000;0.048000;0.000000;0.928315;7.010007
CEC;PB;GBN;8;10;1000;0.050000;0.000000;2.079928;17.007010
CEC;PB;GBN;8;10;1000;0.052000;0.000000;2.081080;17.017007
CEC;2z5;GBN;8;10;1000;0.002000;0.000000;0.400000;0.000000
CEC;2z5;GBN;8;10;1000;0.004000;0.000000;1.440400;2.000000
CEC;2z5;GBN;8;10;1000;0.006000;0.000000;1.761440;3.002000
CEC;2z5;GBN;8;10;1000;0.008000;0.000000;3.441761;6.003002
CEC;2z5;GBN;8;10;1000;0.010000;0.000000;3.363442;6.006003
CEC;2z5;GBN;8;10;1000;0.012000;0.000000;13.883363;26.006006
CEC;2z5;GBN;8;10;1000;0.014000;0.000000;11.213883;19.026006
CEC;2z5;GBN;8;10;1000;0.016000;0.000000;15.851214;28.019026
CEC;2z5;GBN;8;10;1000;0.018000;0.000000;18.815851;33.028019
CEC;2z5;GBN;8;10;1000;0.020000;0.000000;22.578816;40.033028
CEC;CRC32;GBN;8;10;1000;0.002000;0.000000;0.400000;0.000000
CEC;CRC32;GBN;8;10;1000;0.004000;0.000000;1.440400;2.000000
CEC;CRC32;GBN;8;10;1000;0.006000;0.000000;1.761440;3.002000
CEC;CRC32;GBN;8;10;1000;0.008000;0.000000;3.441761;6.003002
CEC;CRC32;GBN;8;10;1000;0.010000;0.000000;3.363442;6.006003
CEC;CRC32;GBN;8;10;1000;0.012000;0.000000;13.883363;26.006006
CEC;CRC32;GBN;8;10;1000;0.014000;0.000000;11.213883;19.026006
CEC;CRC32;GBN;8;10;1000;0.016000;0.000000;15.851214;28.019026
CEC;CRC32;GBN;8;10;1000;0.018000;0.000000;18.815851;33.028019
CEC;CRC32;GBN;8;10;1000;0.020000;0.000000;22.578816;40.033028
BEC;PB;SAW;8;10;1000;0.000200;0.000000;0.091980;0.020000
BEC;PB;SAW;8;10;1000;0.000400;0.000000;0.093062;0.030020
BEC;PB;SAW;8;10;1000;0.000600;0.000000;0.094053;0.040030
BEC;PB;SAW;8;10;1000;0.000800;0.000000;0.097618;0.076040
BEC;PB;SAW;8;10;1000;0.001000;0.000000;0.099602;0.096076
BEC;PB;SAW;8;10;1000;0.001200;0.000000;0.102178;0.122096
BEC;PB;SAW;8;10;1000;0.001400;0.000000;0.103764;0.138122
BEC;PB;SAW;8;10;1000;0.001600;0.000000;0.104657;0.147138
BEC;PB;SAW;8;10;1000;0.001800;0.000000;0.104559;0.146147
BEC;PB;SAW;8;10;1000;0.002000;0.000000;0.106737;0.168146
BEC;PB;SAW;8;10;1000;0.002200;0.000000;0.108521;0.186168
BEC;PB;SAW;8;10;1000;0.002400;0.000000;0.110899;0.210186
BEC;PB;SAW;8;10;1000;0.002600;0.000000;0.110604;0.207210
BEC;PB;SAW;8;10;1000;0.002800;0.000000;0.115356;0.255207
BEC;PB;SAW;8;10;1000;0.003000;0.000000;0.118924;0.291255
BEC;PB;SAW;8;10;1000;0.003200;0.000000;0.118532;0.287291
BEC;PB;SAW;8;10;1000;0.003400;0.000000;0.119225;0.294287
BEC;PB;SAW;8;10;1000;0.003600;0.000000;0.121403;0.316294
BEC;PB;SAW;8;10;1000;0.003800;0.000000;0.123286;0.335316
BEC;PB;SAW;8;10;1000;0.004000;0.000000;0.123585;0.338335
BEC;PB;SAW;8;10;1000;0.004200;0.000000;0.125368;0.356338
BEC;PB;SAW;8;10;1000;0.004400;0.000000;0.125567;0.358356
BEC;PB;SAW;8;10;1000;0.004600;0.000000;0.130023;0.403358
BEC;PB;SAW;8;10;1000;0.004800;0.000000;0.131908;0.422403
BEC;PB;SAW;8;10;1000;0.005000;0.000000;0.131217;0.415422
BEC;PB;SAW;8;10;1000;0.005200;0.000000;0.134879;0.452415
BEC;PB;SAW;8;10;1000;0.005400;0.000000;0.137259;0.476452
BEC;PB;SAW;8;10;1000;0.005600;0.000000;0.138350;0.487476
BEC;PB;SAW;8;10;1000;0.005800;0.000000;0.140133;0.505487
BEC;PB;SAW;8;10;1000;0.006000;0.000000;0.142115;0.525505
BEC;PB;SAW;8;10;1000;0.006200;0.000000;0.143998;0.544526
BEC;PB;SAW;8;10;1000;0.006400;0.000000;0.146178;0.566545
BEC;PB;SAW;8;10;1000;0.006600;0.000000;0.152219;0.627567
BEC;PB;SAW;8;10;1000;0.006800;0.000000;0.147968;0.584628
BEC;PB;SAW;8;10;1000;0.007000;0.000000;0.156181;0.667585
BEC;PB;SAW;8;10;1000;0.007200;0.000000;0.150249;0.607668
BEC;PB;SAW;8;10;1000;0.007400;0.000000;0.156282;0.668608
BEC;PB;SAW;8;10;1000;0.007600;0.000000;0.161139;0.717669
BEC;PB;SAW;8;10;1000;0.007800;0.000000;0.157877;0.684718
BEC;PB;SAW;8;10;1000;0.008000;0.000000;0.159755;0.703685
BEC;PB;SAW;8;10;1000;0.008200;0.000000;0.157975;0.685704
BEC;PB;SAW;8;10;1000;0.008400;0.000000;0.163121;0.737686
BEC;PB;SAW;8;10;1000;0.008600;0.000000;0.164017;0.746738
BEC;PB;SAW;8;10;1000;0.008800;0.000000;0.169661;0.803747
BEC;PB;SAW;8;10;1000;0.009000;0.000000;0.167786;0.784804
BEC;PB;SAW;8;10;1000;0.009200;0.000000;0.168972;0.796785
BEC;PB;SAW;8;10;1000;0.009400;0.000000;0.171844;0.825797
BEC;PB;SAW;8;10;1000;0.009600;0.000000;0.176896;0.876826
BEC;PB;SAW;8;10;1000;0.009800;0.000000;0.176802;0.875877
BEC;PB;SAW;8;10;1000;0.010000;0.000000;0.173832;0.845876
BEC;2z5;SAW;8;10;1000;0.000200;0.000000;0.438280;0.087000
BEC;2z5;SAW;8;10;1000;0.000400;0.000000;0.474798;0.169087
BEC;2z5;SAW;8;10;1000;0.000600;0.000000;0.502555;0.232169
BEC;2z5;SAW;8;10;1000;0.000800;0.000000;0.543503;0.325232
BEC;2z5;SAW;8;10;1000;0.001000;0.000000;0.544424;0.327325
BEC;2z5;SAW;8;10;1000;0.001200;0.000000;0.616144;0.490327
BEC;2z5;SAW;8;10;1000;0.001400;0.000000;0.645256;0.556490
BEC;2z5;SAW;8;10;1000;0.001600;0.000000;0.676965;0.628556
BEC;2z5;SAW;8;10;1000;0.001800;0.000000;0.721877;0.730629
BEC;2z5;SAW;8;10;1000;0.002000;0.000000;0.702562;0.686731
BEC;2z5;SAW;8;10;1000;0.002200;0.000000;0.765463;0.829687
BEC;2z5;SAW;8;10;1000;0.002400;0.000000;0.823605;0.961830
BEC;2z5;SAW;8;10;1000;0.002600;0.000000;0.855344;1.033962
BEC;2z5;SAW;8;10;1000;0.002800;0.000000;0.877375;1.084034
BEC;2z5;SAW;8;10;1000;0.003000;0.000000;0.895437;1.125084
BEC;2z5;SAW;8;10;1000;0.003200;0.000000;0.920975;1.183125
BEC;2z5;SAW;8;10;1000;0.003400;0.000000;0.975561;1.307183
BEC;2z5;SAW;8;10;1000;0.003600;0.000000;0.999816;1.362307
BEC;2z5;SAW;8;10;1000;0.003800;0.000000;1.031520;1.434362
BEC;2z5;SAW;8;10;1000;0.004000;0.000000;1.035952;1.444434
BEC;2z5;SAW;8;10;1000;0.004200;0.000000;1.118236;1.631444
BEC;2z5;SAW;8;10;1000;0.004400;0.000000;1.130198;1.658631
BEC;2z5;SAW;8;10;1000;0.004600;0.000000;1.125810;1.648659
BEC;2z5;SAW;8;10;1000;0.004800;0.000000;1.184766;1.782649
BEC;2z5;SAW;8;10;1000;0.005000;0.000000;1.204625;1.827783
BEC;2z5;SAW;8;10;1000;0.005200;0.000000;1.241605;1.911828
BEC;2z5;SAW;8;10;1000;0.005400;0.000000;1.288722;2.018912
BEC;2z5;SAW;8;10;1000;0.005600;0.000000;1.298449;2.041019
BEC;2z5;SAW;8;10;1000;0.005800;0.000000;1.336298;2.127041
BEC;2z5;SAW;8;10;1000;0.006000;0.000000;1.310816;2.069127
BEC;2z5;SAW;8;10;1000;0.006200;0.000000;1.394831;2.260069
BEC;2z5;SAW;8;10;1000;0.006400;0.000000;1.398875;2.269260
BEC;2z5;SAW;8;10;1000;0.006600;0.000000;1.430999;2.342269
BEC;2z5;SAW;8;10;1000;0.006800;0.000000;1.442031;2.367342
BEC;2z5;SAW;8;10;1000;0.007000;0.000000;1.506722;2.514367
BEC;2z5;SAW;8;10;1000;0.007200;0.000000;1.488747;2.473514
BEC;2z5;SAW;8;10;1000;0.007400;0.000000;1.536249;2.581474
BEC;2z5;SAW;8;10;1000;0.007600;0.000000;1.578976;2.678581
BEC;2z5;SAW;8;10;1000;0.007800;0.000000;1.603659;2.734679
BEC;2z5;SAW;8;10;1000;0.008000;0.000000;1.623484;2.779735
BEC;2z5;SAW;8;10;1000;0.008200;0.000000;1.646823;2.832780
BEC;2z5;SAW;8;10;1000;0.008400;0.000000;1.680287;2.908833
BEC;2z5;SAW;8;10;1000;0.008600;0.000000;1.687800;2.925909
BEC;2z5;SAW;8;10;1000;0.008800;0.000000;1.699688;2.952926
BEC;2z5;SAW;8;10;1000;0.009000;0.000000;1.741500;3.047953
BEC;2z5;SAW;8;10;1000;0.009200;0.000000;1.784221;3.145048
BEC;2z5;SAW;8;10;1000;0.009400;0.000000;1.808024;3.199145
BEC;2z5;SAW;8;10;1000;0.009600;0.000000;1.841488;3.275199
BEC;2z5;SAW;8;10;1000;0.009800;0.000000;1.885081;3.374275
BEC;2z5;SAW;8;10;1000;0.010000;0.000000;1.858285;3.313374
BEC;CRC32;SAW;8;10;1000;0.000200;0.000000;0.436080;0.082000
BEC;CRC32;SAW;8;10;1000;0.000400;0.000000;0.480516;0.182082
BEC;CRC32;SAW;8;10;1000;0.000600;0.000000;0.497281;0.220182
BEC;CRC32;SAW;8;10;1000;0.000800;0.000000;0.550097;0.340220
BEC;CRC32;SAW;8;10;1000;0.001000;0.000000;0.583150;0.415340
BEC;CRC32;SAW;8;10;1000;0.001200;0.000000;0.621903;0.503415
BEC;CRC32;SAW;8;10;1000;0.001400;0.000000;0.635582;0.534503
BEC;CRC32;SAW;8;10;1000;0.001600;0.000000;0.664196;0.599535
BEC;CRC32;SAW;8;10;1000;0.001800;0.000000;0.705584;0.693600
BEC;CRC32;SAW;8;10;1000;0.002000;0.000000;0.753146;0.801694
BEC;CRC32;SAW;8;10;1000;0.002200;0.000000;0.791913;0.889802
BEC;CRC32;SAW;8;10;1000;0.002400;0.000000;0.806912;0.923890
BEC;CRC32;SAW;8;10;1000;0.002600;0.000000;0.849167;1.019924
BEC;CRC32;SAW;8;10;1000;0.002800;0.000000;0.881329;1.093020
BEC;CRC32;SAW;8;10;1000;0.003000;0.000000;0.881801;1.094093
BEC;CRC32;SAW;8;10;1000;0.003200;0.000000;0.930202;1.204094
BEC;CRC32;SAW;8;10;1000;0.003400;0.000000;0.953570;1.257204
BEC;CRC32;SAW;8;10;1000;0.003600;0.000000;1.025754;1.421257
BEC;CRC32;SAW;8;10;1000;0.003800;0.000000;1.014386;1.395421
BEC;CRC32;SAW;8;10;1000;0.004000;0.000000;1.064094;1.508395
BEC;CRC32;SAW;8;10;1000;0.004200;0.000000;1.082624;1.550508
BEC;CRC32;SAW;8;10;1000;0.004400;0.000000;1.105083;1.601551
BEC;CRC32;SAW;8;10;1000;0.004600;0.000000;1.137665;1.675602
BEC;CRC32;SAW;8;10;1000;0.004800;0.000000;1.170258;1.749676
BEC;CRC32;SAW;8;10;1000;0.005000;0.000000;1.207690;1.834750
BEC;CRC32;SAW;8;10;1000;0.005200;0.000000;1.223128;1.869835
BEC;CRC32;SAW;8;10;1000;0.005400;0.000000;1.268903;1.973870
BEC;CRC32;SAW;8;10;1000;0.005600;0.000000;1.297109;2.037974
BEC;CRC32;SAW;8;10;1000;0.005800;0.000000;1.331017;2.115038
BEC;CRC32;SAW;8;10;1000;0.006000;0.000000;1.370651;2.205115
BEC;CRC32;SAW;8;10;1000;0.006200;0.000000;1.364971;2.192205
BEC;CRC32;SAW;8;10;1000;0.006400;0.000000;1.397965;2.267192
BEC;CRC32;SAW;8;10;1000;0.006600;0.000000;1.448158;2.381267
BEC;CRC32;SAW;8;10;1000;0.006800;0.000000;1.478568;2.450381
BEC;CRC32;SAW;8;10;1000;0.007000;0.000000;1.465399;2.420450
BEC;CRC32;SAW;8;10;1000;0.007200;0.000000;1.516865;2.537420
BEC;CRC32;SAW;8;10;1000;0.007400;0.000000;1.563117;2.642537
BEC;CRC32;SAW;8;10;1000;0.007600;0.000000;1.541163;2.592643
BEC;CRC32;SAW;8;10;1000;0.007800;0.000000;1.582061;2.685593
BEC;CRC32;SAW;8;10;1000;0.008000;0.000000;1.607182;2.742686
BEC;CRC32;SAW;8;10;1000;0.008200;0.000000;1.640647;2.818743
BEC;CRC32;SAW;8;10;1000;0.008400;0.000000;1.658281;2.858819
BEC;CRC32;SAW;8;10;1000;0.008600;0.000000;1.689978;2.930859
BEC;CRC32;SAW;8;10;1000;0.008800;0.000000;1.726090;3.012931
BEC;CRC32;SAW;8;10;1000;0.009000;0.000000;1.733166;3.029013
BEC;CRC32;SAW;8;10;1000;0.009200;0.000000;1.757813;3.085029
BEC;CRC32;SAW;8;10;1000;0.009400;0.000000;1.810198;3.204085
BEC;CRC32;SAW;8;10;1000;0.009600;0.000000;1.809810;3.203204
BEC;CRC32;SAW;8;10;1000;0.009800;0.000000;1.791770;3.162203
BEC;CRC32;SAW;8;10;1000;0.010000;0.000000;1.883712;3.371162BEC;

BEC;PB;GBN;8;10;1000;0.000200;0.000000;0.092061;0.017000
BEC;PB;GBN;8;10;1000;0.000400;0.000000;0.093944;0.034017
BEC;PB;GBN;8;10;1000;0.000600;0.000000;0.097006;0.059034
BEC;PB;GBN;8;10;1000;0.000800;0.000000;0.098872;0.077059
BEC;PB;GBN;8;10;1000;0.001000;0.000000;0.099234;0.077077
BEC;PB;GBN;8;10;1000;0.001200;0.000000;0.104220;0.121077
BEC;PB;GBN;8;10;1000;0.001400;0.000000;0.104189;0.120121
BEC;PB;GBN;8;10;1000;0.001600;0.000000;0.109472;0.166120
BEC;PB;GBN;8;10;1000;0.001800;0.000000;0.110602;0.176166
BEC;PB;GBN;8;10;1000;0.002000;0.000000;0.113979;0.205176
BEC;PB;GBN;8;10;1000;0.002200;0.000000;0.114747;0.211205
BEC;PB;GBN;8;10;1000;0.002400;0.000000;0.115846;0.221211
BEC;PB;GBN;8;10;1000;0.002600;0.000000;0.116720;0.229221
BEC;PB;GBN;8;10;1000;0.002800;0.000000;0.120978;0.266229
BEC;PB;GBN;8;10;1000;0.003000;0.000000;0.121009;0.263266
BEC;PB;GBN;8;10;1000;0.003200;0.000000;0.123655;0.285263
BEC;PB;GBN;8;10;1000;0.003400;0.000000;0.128581;0.329285
BEC;PB;GBN;8;10;1000;0.003600;0.000000;0.126777;0.313329
BEC;PB;GBN;8;10;1000;0.003800;0.000000;0.128161;0.327313
BEC;PB;GBN;8;10;1000;0.004000;0.000000;0.129575;0.336327
BEC;PB;GBN;8;10;1000;0.004200;0.000000;0.139666;0.418336
BEC;PB;GBN;8;10;1000;0.004400;0.000000;0.134303;0.380418
BEC;PB;GBN;8;10;1000;0.004600;0.000000;0.141857;0.440380
BEC;PB;GBN;8;10;1000;0.004800;0.000000;0.144619;0.463440
BEC;PB;GBN;8;10;1000;0.005000;0.000000;0.145513;0.472463
BEC;PB;GBN;8;10;1000;0.005200;0.000000;0.150491;0.511472
BEC;PB;GBN;8;10;1000;0.005400;0.000000;0.150459;0.515511
BEC;PB;GBN;8;10;1000;0.005600;0.000000;0.150351;0.511516
BEC;PB;GBN;8;10;1000;0.005800;0.000000;0.152484;0.534512
BEC;PB;GBN;8;10;1000;0.006000;0.000000;0.152891;0.539535
BEC;PB;GBN;8;10;1000;0.006200;0.000000;0.156582;0.569540
BEC;PB;GBN;8;10;1000;0.006400;0.000000;0.155830;0.562570
BEC;PB;GBN;8;10;1000;0.006600;0.000000;0.165297;0.641563
BEC;PB;GBN;8;10;1000;0.006800;0.000000;0.163767;0.627642
BEC;PB;GBN;8;10;1000;0.007000;0.000000;0.165854;0.647628
BEC;PB;GBN;8;10;1000;0.007200;0.000000;0.167044;0.655648
BEC;PB;GBN;8;10;1000;0.007400;0.000000;0.167072;0.660656
BEC;PB;GBN;8;10;1000;0.007600;0.000000;0.167819;0.661661
BEC;PB;GBN;8;10;1000;0.007800;0.000000;0.175812;0.727662
BEC;PB;GBN;8;10;1000;0.008000;0.000000;0.180509;0.771728
BEC;PB;GBN;8;10;1000;0.008200;0.000000;0.181153;0.775772
BEC;PB;GBN;8;10;1000;0.008400;0.000000;0.183340;0.795776
BEC;PB;GBN;8;10;1000;0.008600;0.000000;0.186546;0.825796
BEC;PB;GBN;8;10;1000;0.008800;0.000000;0.189016;0.838826
BEC;PB;GBN;8;10;1000;0.009000;0.000000;0.188379;0.841839
BEC;PB;GBN;8;10;1000;0.009200;0.000000;0.185687;0.813842
BEC;PB;GBN;8;10;1000;0.009400;0.000000;0.196800;0.906814
BEC;PB;GBN;8;10;1000;0.009600;0.000000;0.193994;0.887907
BEC;PB;GBN;8;10;1000;0.009800;0.000000;0.199580;0.935888
BEC;PB;GBN;8;10;1000;0.010000;0.000000;0.196994;0.911936
